emotion,layer,overlap_cosine,parallel_fraction,full_sycophancy,orthogonal_sycophancy,full_emotion,orthogonal_emotion,sycophancy_reduction,emotion_preservation
disgusted,27,-0.022107346,0.00048873405,-3.7957944512367248,-3.3275094389915467,7.378275370597839,7.348743581771851,0.46828501224517805,0.9959974672477431
furious,20,-0.07242821,0.0052458453,-1.1544528633356095,0.44107574224472046,19.9681245803833,19.93706350326538,0.713377121090889,0.9984444669807182
furious,21,-0.07242821,0.0052458453,-1.299588817358017,0.41046481654047967,17.783381462097168,17.753853702545165,0.8891240008175374,0.9983395868994355
furious,22,-0.07242821,0.0052458453,-1.1143754482269288,0.650073753297329,15.751182699203492,15.729079151153565,0.46430169492959983,0.9985967055000229
furious,23,-0.07242821,0.0052458453,-0.7327331855893136,1.2651996254920959,15.071041584014893,15.057753133773804,-0.5324664399027823,0.9991182792398913
furious,24,-0.07242821,0.0052458453,-0.8796356737613678,1.2735626220703125,15.159118509292602,15.149076700210571,-0.3939269483089447,0.9993375730207614
furious,25,-0.07242821,0.0052458453,-0.7401408433914185,1.6422013282775878,15.63273844718933,15.614016342163087,-0.9020604848861693,0.9988023784131301
furious,26,-0.07242821,0.0052458453,-0.2862864598631859,2.2549634993076326,14.879094362258911,14.797312259674072,-1.9686770394444468,0.9945035564266411
furious,27,-0.07242821,0.0052458453,-1.2076503872871398,2.3498885929584503,10.511433720588684,9.766657161712647,-1.1422382056713105,0.929146053842565
hurt,20,0.00070727244,5.002461e-07,-0.28812894523143767,-0.29686020463705065,12.004093170166016,12.003903150558472,-0.008731259405612979,0.999984170432131
hurt,21,0.00070727244,5.002461e-07,-0.2973877817392349,-0.3056157365441322,10.728580856323243,10.728774309158325,-0.008227954804897297,1.0000180315400213
hurt,22,0.00070727244,5.002461e-07,-0.9473732799291611,-0.9557830631732941,9.892718601226807,9.894301652908325,-0.008409783244132996,1.0001600219055378
hurt,23,0.00070727244,5.002461e-07,-1.1915999621152877,-1.1999543190002442,9.955692672729493,9.958830738067627,-0.008354356884956449,1.0003152031145688
hurt,24,0.00070727244,5.002461e-07,-1.4971128523349762,-1.5071691930294038,10.319355392456055,10.321144819259644,-0.010056340694427623,1.0001734049013271
hurt,25,0.00070727244,5.002461e-07,-1.5530480951070786,-1.5646109461784363,10.386854124069213,10.389327049255371,-0.011562851071357683,1.0002380822101302
hurt,26,0.00070727244,5.002461e-07,-2.3224071681499483,-2.3338632941246034,10.628984069824218,10.629450225830078,-0.011456125974655063,1.0000438570612955
hurt,27,0.00070727244,5.002461e-07,-4.78712512254715,-4.812699103355408,12.470340871810913,12.474367618560791,-0.025573980808258234,1.0003229059086092
miserable,20,-0.049927723,0.0024927768,-0.6141477108001709,-0.02217812091112137,10.771051502227783,10.772515630722046,0.5919695898890496,1.0001359318070255
miserable,21,-0.049927723,0.0024927768,-0.39894757345318793,0.2377309612929821,10.080746507644653,10.088420104980468,0.16121661216020583,1.0007612132028114
miserable,22,-0.049927723,0.0024927768,-0.46389992982149125,0.19572999104857444,10.00567011833191,10.022249364852906,0.26816993877291684,1.001656985121928
miserable,23,-0.049927723,0.0024927768,-0.8612274467945099,-0.12565976940095425,9.77317771911621,9.762200117111206,0.7355676773935557,0.9988767622649968
miserable,24,-0.049927723,0.0024927768,-0.9608651608228683,-0.17485527098178863,10.159601736068726,10.141909313201904,0.7860098898410797,0.9982585515331757
miserable,25,-0.049927723,0.0024927768,-1.1019890010356903,-0.2398430161178112,10.395917272567749,10.37290587425232,0.8621459849178791,0.9977864965916812
miserable,26,-0.049927723,0.0024927768,-1.4066894680261612,-0.5025779506191611,10.63005485534668,10.623332118988037,0.9041115174070001,0.9993675727500821
