emotion,condition,layer,overlap_cosine,parallel_fraction,mean_delta_sycophancy_projection,mean_delta_emotion_projection
joyful,full,26,0.054532073,0.0029737488,0.38427539318799975,5.022659254074097
joyful,full,27,0.054532073,0.0029737488,0.36240757554769515,4.867741656303406
joyful,full,28,0.054532073,0.0029737488,0.3717598631978035,4.791380906105042
joyful,full,29,0.054532073,0.0029737488,0.37850361317396164,4.690732645988464
joyful,full,30,0.054532073,0.0029737488,0.41557892560958865,4.633582830429077
joyful,full,31,0.054532073,0.0029737488,0.40991138219833373,4.518876242637634
joyful,full,32,0.054532073,0.0029737488,0.5243570521473885,4.575968194007873
joyful,full,33,0.054532073,0.0029737488,0.6178738057613373,4.5742898225784305
joyful,full,34,0.054532073,0.0029737488,0.6577991932630539,4.67959156036377
joyful,full,35,0.054532073,0.0029737488,0.7121665149927139,4.667774558067322
joyful,full,36,0.054532073,0.0029737488,0.7862924039363861,4.559891843795777
joyful,full,37,0.054532073,0.0029737488,0.9893501400947571,4.527883052825928
joyful,full,38,0.054532073,0.0029737488,1.1168692350387572,4.057069504261017
joyful,full,39,0.054532073,0.0029737488,12.97932403087616,36.06283740997314
joyful,orthogonal_matched,22,0.054532073,0.0029737488,-0.020000054314732552,5.9503703117370605
joyful,orthogonal_matched,23,0.054532073,0.0029737488,-0.018473256565630435,5.559825038909912
joyful,orthogonal_matched,24,0.054532073,0.0029737488,0.030067669320851566,5.346905469894409
joyful,orthogonal_matched,25,0.054532073,0.0029737488,0.050767394993454215,5.1467081785202025
joyful,orthogonal_matched,26,0.054532073,0.0029737488,0.057553809881210324,5.002324938774109
joyful,orthogonal_matched,27,0.054532073,0.0029737488,0.039601539447903636,4.848179411888123
joyful,orthogonal_matched,28,0.054532073,0.0029737488,0.0504363376647234,4.7705422163009645
joyful,orthogonal_matched,29,0.054532073,0.0029737488,0.06008691163733602,4.6690404415130615
joyful,orthogonal_matched,30,0.054532073,0.0029737488,0.08743890700861812,4.608696913719177
joyful,orthogonal_matched,31,0.054532073,0.0029737488,0.08299947585910558,4.4942086935043335
joyful,orthogonal_matched,32,0.054532073,0.0029737488,0.18160789273679256,4.543974494934082
joyful,orthogonal_matched,33,0.054532073,0.0029737488,0.26370941326022146,4.537631988525391
joyful,orthogonal_matched,34,0.054532073,0.0029737488,0.2964293047785759,4.648509907722473
joyful,orthogonal_matched,35,0.054532073,0.0029737488,0.33613882698118686,4.626911687850952
joyful,orthogonal_matched,36,0.054532073,0.0029737488,0.4047428533434868,4.525547742843628
joyful,orthogonal_matched,37,0.054532073,0.0029737488,0.5468271322548389,4.477238464355469
joyful,orthogonal_matched,38,0.054532073,0.0029737488,0.6700124815106392,4.003543519973755
joyful,orthogonal_matched,39,0.054532073,0.0029737488,9.07519190311432,34.923814582824704
happy,full,22,0.07550071,0.0057003545,0.27822770476341246,4.076142835617065
happy,full,23,0.07550071,0.0057003545,0.27587504759430886,3.83284592628479
happy,full,24,0.07550071,0.0057003545,0.2849543310701847,3.681288480758667
happy,full,25,0.07550071,0.0057003545,0.2782190926373005,3.5589820742607117
happy,full,26,0.07550071,0.0057003545,0.299180855602026,3.470422148704529
happy,full,27,0.07550071,0.0057003545,0.2835910297930241,3.3670010328292848
happy,full,28,0.07550071,0.0057003545,0.27185057252645495,3.3157399773597716
happy,full,29,0.07550071,0.0057003545,0.27813437655568124,3.2362985491752623
happy,full,30,0.07550071,0.0057003545,0.2883597746491432,3.2159428119659426
happy,full,31,0.07550071,0.0057003545,0.28925240263342855,3.137520635128021
happy,full,32,0.07550071,0.0057003545,0.3345294542610645,3.1590975761413573
happy,full,33,0.07550071,0.0057003545,0.35350247398018836,3.159100389480591
happy,full,34,0.07550071,0.0057003545,0.36887057945132257,3.2062092900276182
happy,full,35,0.07550071,0.0057003545,0.4340121395885944,3.127348172664642
happy,full,36,0.07550071,0.0057003545,0.5127265721559524,3.0694095969200133
happy,full,37,0.07550071,0.0057003545,0.5618322268128395,3.0443156599998473
happy,full,38,0.07550071,0.0057003545,0.6385524123907089,2.7759433507919313
happy,full,39,0.07550071,0.0057003545,3.716463512182236,21.80423231124878
happy,orthogonal_matched,22,0.07550071,0.0057003545,-0.044884509826079014,4.058458614349365
happy,orthogonal_matched,23,0.07550071,0.0057003545,-0.04024440129287541,3.8183786392211916
happy,orthogonal_matched,24,0.07550071,0.0057003545,-0.026390197081491353,3.6647818446159364
happy,orthogonal_matched,25,0.07550071,0.0057003545,-0.03658251594752073,3.5433871507644654
happy,orthogonal_matched,26,0.07550071,0.0057003545,-0.0111915685236454,3.451875329017639
happy,orthogonal_matched,27,0.07550071,0.0057003545,-0.023450612276792526,3.3494176030158997
happy,orthogonal_matched,28,0.07550071,0.0057003545,-0.03352516358718276,3.298433816432953
happy,orthogonal_matched,29,0.07550071,0.0057003545,-0.02426322610117495,3.2178863883018494
happy,orthogonal_matched,30,0.07550071,0.0057003545,-0.0212805381976068,3.1933572769165037
happy,orthogonal_matched,31,0.07550071,0.0057003545,-0.018901901599019767,3.113347589969635
happy,orthogonal_matched,32,0.07550071,0.0057003545,0.014416908007115125,3.1310009598731994
happy,orthogonal_matched,33,0.07550071,0.0057003545,0.022987181041389703,3.1277953505516054
happy,orthogonal_matched,34,0.07550071,0.0057003545,0.032709989417344335,3.1771791338920594
happy,orthogonal_matched,35,0.07550071,0.0057003545,0.08346121814101934,3.0861281156539917
happy,orthogonal_matched,36,0.07550071,0.0057003545,0.15636391723528503,3.0279725432395934
happy,orthogonal_matched,37,0.07550071,0.0057003545,0.15104404063895344,2.9902517914772035
happy,orthogonal_matched,38,0.07550071,0.0057003545,0.22340808473527432,2.7204732418060305
happy,orthogonal_matched,39,0.07550071,0.0057003545,0.16755201444029807,21.161169624328615
optimistic,full,22,0.07969183,0.006350788,0.35666755139827727,4.850562357902527
optimistic,full,23,0.07969183,0.006350788,0.3512083053588867,4.594367837905883
optimistic,full,24,0.07969183,0.006350788,0.37997317463159563,4.42972731590271
optimistic,full,25,0.07969183,0.006350788,0.3723252102732658,4.308180141448974
optimistic,full,26,0.07969183,0.006350788,0.37404334992170335,4.2012831449508665
optimistic,full,27,0.07969183,0.006350788,0.35423622131347654,4.078647768497467
optimistic,full,28,0.07969183,0.006350788,0.3482361763715744,4.014156866073608
optimistic,full,29,0.07969183,0.006350788,0.35619339495897295,3.945733737945557
optimistic,full,30,0.07969183,0.006350788,0.4090535268187523,3.9307790040969848
optimistic,full,31,0.07969183,0.006350788,0.39098490327596663,3.8734041452407837
optimistic,full,32,0.07969183,0.006350788,0.45323839485645295,3.929340636730194
optimistic,full,33,0.07969183,0.006350788,0.5065290302038192,3.9102359414100647
optimistic,full,34,0.07969183,0.006350788,0.4523001328110695,3.9289366364479066
optimistic,full,35,0.07969183,0.006350788,0.5874269232153893,3.924066722393036
optimistic,full,36,0.07969183,0.006350788,0.6598167985677719,3.8066166996955872
optimistic,full,37,0.07969183,0.006350788,0.8090459913015365,3.9420817136764525
optimistic,full,38,0.07969183,0.006350788,0.8774869859218597,3.425136721134186
optimistic,full,39,0.07969183,0.006350788,3.8330691307783127,25.310034847259523
optimistic,orthogonal_matched,22,0.07969183,0.006350788,-0.039168480411171915,4.825538945198059
optimistic,orthogonal_matched,23,0.07969183,0.006350788,-0.03624986014328897,4.570534372329712
optimistic,orthogonal_matched,24,0.07969183,0.006350788,-0.0013591116992756724,4.404765868186951
optimistic,orthogonal_matched,25,0.07969183,0.006350788,-0.014563427306711674,4.2814939498901365
optimistic,orthogonal_matched,26,0.07969183,0.006350788,-0.007644226448610425,4.172153639793396
optimistic,orthogonal_matched,27,0.07969183,0.006350788,-0.02328934404067695,4.050435411930084
optimistic,orthogonal_matched,28,0.07969183,0.006350788,-0.027423389628529547,3.98320449590683
optimistic,orthogonal_matched,29,0.07969183,0.006350788,-0.016674111364409328,3.912407469749451
optimistic,orthogonal_matched,30,0.07969183,0.006350788,0.025315533205866814,3.8879430532455443
optimistic,orthogonal_matched,31,0.07969183,0.006350788,0.008337564067915082,3.8288976669311525
optimistic,orthogonal_matched,32,0.07969183,0.006350788,0.05535316998139024,3.8768375635147097
optimistic,orthogonal_matched,33,0.07969183,0.006350788,0.09429605407640337,3.8500034689903258
optimistic,orthogonal_matched,34,0.07969183,0.006350788,0.034391853120177986,3.873655879497528
optimistic,orthogonal_matched,35,0.07969183,0.006350788,0.14832782037556172,3.8482741713523865
optimistic,orthogonal_matched,36,0.07969183,0.006350788,0.21514595639891923,3.7326841711997987
optimistic,orthogonal_matched,37,0.07969183,0.006350788,0.2973723243921995,3.854082798957825
optimistic,orthogonal_matched,38,0.07969183,0.006350788,0.3613972619175911,3.33660249710083
optimistic,orthogonal_matched,39,0.07969183,0.006350788,-0.5687365427613258,24.32459478378296
delighted,full,22,0.1834444,0.03365183,0.8677247315645218,4.620633864402771
delighted,full,23,0.1834444,0.03365183,0.8318829327821732,4.4275942087173465
delighted,full,24,0.1834444,0.03365183,0.8396295130252838,4.293317556381226
delighted,full,25,0.1834444,0.03365183,0.8999892562627793,4.219568467140197
delighted,full,26,0.1834444,0.03365183,0.9011849611997604,4.136052513122559
delighted,full,27,0.1834444,0.03365183,0.8709533959627151,4.016896605491638
delighted,full,28,0.1834444,0.03365183,0.8684098154306412,3.9563703298568726
delighted,full,29,0.1834444,0.03365183,0.8741165459156036,3.872736597061157
delighted,full,30,0.1834444,0.03365183,0.9437507688999176,3.8860121250152586
delighted,full,31,0.1834444,0.03365183,0.9295644372701645,3.866483998298645
delighted,full,32,0.1834444,0.03365183,0.9737931609153747,3.9473028898239138
delighted,full,33,0.1834444,0.03365183,0.9767840892076493,3.956937336921692
delighted,full,34,0.1834444,0.03365183,1.0428142488002776,4.103221690654754
delighted,full,35,0.1834444,0.03365183,1.1186253249645233,4.144649088382721
delighted,full,36,0.1834444,0.03365183,1.1965055346488953,4.201659846305847
delighted,full,37,0.1834444,0.03365183,1.5277187287807465,4.4304856896400455
delighted,full,38,0.1834444,0.03365183,1.621532392501831,4.376854372024536
delighted,full,39,0.1834444,0.03365183,12.806575584411622,35.91595849990845
delighted,orthogonal_matched,22,0.1834444,0.03365183,0.0001659434288740158,4.521814322471618
delighted,orthogonal_matched,23,0.1834444,0.03365183,-0.01982518658041954,4.327773094177246
delighted,orthogonal_matched,24,0.1834444,0.03365183,0.00022569503635168077,4.19224226474762
delighted,orthogonal_matched,25,0.1834444,0.03365183,0.05088491067290306,4.104587972164154
delighted,orthogonal_matched,26,0.1834444,0.03365183,0.062270867824554446,4.018752181529999
delighted,orthogonal_matched,27,0.1834444,0.03365183,0.040878262184560296,3.903291571140289
delighted,orthogonal_matched,28,0.1834444,0.03365183,0.040580302476882935,3.841360604763031
delighted,orthogonal_matched,29,0.1834444,0.03365183,0.05221580266952515,3.7564597606658934
delighted,orthogonal_matched,30,0.1834444,0.03365183,0.10095023438334465,3.7498454689979552
delighted,orthogonal_matched,31,0.1834444,0.03365183,0.08939854204654693,3.727350318431854
delighted,orthogonal_matched,32,0.1834444,0.03365183,0.10462131202220917,3.7954882264137266
delighted,orthogonal_matched,33,0.1834444,0.03365183,0.07942000627517701,3.8003950715065002
delighted,orthogonal_matched,34,0.1834444,0.03365183,0.13513953015208244,3.943895673751831
delighted,orthogonal_matched,35,0.1834444,0.03365183,0.1696361403912306,3.963909637928009
delighted,orthogonal_matched,36,0.1834444,0.03365183,0.23330820426344873,4.033580124378204
delighted,orthogonal_matched,37,0.1834444,0.03365183,0.4191762588918209,4.214698028564453
delighted,orthogonal_matched,38,0.1834444,0.03365183,0.5026349321007728,4.155088949203491
delighted,orthogonal_matched,39,0.1834444,0.03365183,3.492362987995148,33.77090082168579
thankful,full,22,0.022481818,0.0005054325,0.04836599575355649,3.8406428337097167
thankful,full,23,0.022481818,0.0005054325,0.026391276717185976,3.6909324765205382
thankful,full,24,0.022481818,0.0005054325,0.04223452797159553,3.5600431084632875
thankful,full,25,0.022481818,0.0005054325,0.0018651256570592523,3.485466480255127
thankful,full,26,0.022481818,0.0005054325,0.00531068843556568,3.4012749195098877
thankful,full,27,0.022481818,0.0005054325,-0.021988470433279873,3.316509258747101
thankful,full,28,0.022481818,0.0005054325,-0.035366263589821756,3.2435322165489198
thankful,full,29,0.022481818,0.0005054325,-0.0352864446118474,3.1768553972244264
thankful,full,30,0.022481818,0.0005054325,-0.04944751902949065,3.1864707589149477
thankful,full,31,0.022481818,0.0005054325,-0.06410355125553906,3.1755327463150023
thankful,full,32,0.022481818,0.0005054325,-0.09659607294015586,3.2020575046539306
thankful,full,33,0.022481818,0.0005054325,-0.07996644363738596,3.2134806752204894
thankful,full,34,0.022481818,0.0005054325,-0.0658276541158557,3.317101752758026
thankful,full,35,0.022481818,0.0005054325,-0.06607064912095666,3.3122984766960144
thankful,full,36,0.022481818,0.0005054325,-0.05393236232921481,3.308803391456604
thankful,full,37,0.022481818,0.0005054325,-0.12098018256947399,3.3779675483703615
thankful,full,38,0.022481818,0.0005054325,-0.17246984392404557,3.2141090869903564
thankful,full,39,0.022481818,0.0005054325,-7.759050083160401,28.682000064849852
thankful,orthogonal_matched,22,0.022481818,0.0005054325,-0.04001445891335607,3.838128626346588
thankful,orthogonal_matched,23,0.022481818,0.0005054325,-0.060115338489413264,3.6893289923667907
thankful,orthogonal_matched,24,0.022481818,0.0005054325,-0.04336904459632933,3.558550012111664
thankful,orthogonal_matched,25,0.022481818,0.0005054325,-0.08458454199135304,3.4842968225479125
thankful,orthogonal_matched,26,0.022481818,0.0005054325,-0.08005227167159319,3.4000117897987367
thankful,orthogonal_matched,27,0.022481818,0.0005054325,-0.10655230544507503,3.3156501412391663
thankful,orthogonal_matched,28,0.022481818,0.0005054325,-0.11936790086328983,3.242668604850769
thankful,orthogonal_matched,29,0.022481818,0.0005054325,-0.11863804366439581,3.175833857059479
thankful,orthogonal_matched,30,0.022481818,0.0005054325,-0.13506681881844998,3.1853484392166136
thankful,orthogonal_matched,31,0.022481818,0.0005054325,-0.14906433634459973,3.1739471435546873
thankful,orthogonal_matched,32,0.022481818,0.0005054325,-0.18404443748295307,3.2008041858673097
thankful,orthogonal_matched,33,0.022481818,0.0005054325,-0.1705550730228424,3.2111010551452637
thankful,orthogonal_matched,34,0.022481818,0.0005054325,-0.157253959774971,3.3158315896987913
thankful,orthogonal_matched,35,0.022481818,0.0005054325,-0.16198699697852134,3.3099706530570985
thankful,orthogonal_matched,36,0.022481818,0.0005054325,-0.15107456054538487,3.3058568716049193
thankful,orthogonal_matched,37,0.022481818,0.0005054325,-0.23310707919299603,3.373849833011627
thankful,orthogonal_matched,38,0.022481818,0.0005054325,-0.28775863237679006,3.2103494882583616
thankful,orthogonal_matched,39,0.022481818,0.0005054325,-8.699721074104309,28.780732536315917
inspired,full,22,0.15011922,0.02253577,0.573924320936203,3.7400784134864806
inspired,full,23,0.15011922,0.02253577,0.551027262210846,3.6046112775802612
inspired,full,24,0.15011922,0.02253577,0.5300525724887848,3.46968013048172
inspired,full,25,0.15011922,0.02253577,0.5107417494058609,3.3973408222198485
inspired,full,26,0.15011922,0.02253577,0.5011425167322159,3.3266562700271605
inspired,full,27,0.15011922,0.02253577,0.48484882414340974,3.2326568007469176
inspired,full,28,0.15011922,0.02253577,0.4471399113535881,3.181728219985962
inspired,full,29,0.15011922,0.02253577,0.43162472546100616,3.1354609966278075
inspired,full,30,0.15011922,0.02253577,0.3885501936078072,3.150858128070831
inspired,full,31,0.15011922,0.02253577,0.3622389599680901,3.1307323217391967
inspired,full,32,0.15011922,0.02253577,0.37219308465719225,3.240978455543518
inspired,full,33,0.15011922,0.02253577,0.3763376250863075,3.3101611852645876
inspired,full,34,0.15011922,0.02253577,0.5131321087479591,3.358422327041626
inspired,full,35,0.15011922,0.02253577,0.47968469858169555,3.3943313121795655
inspired,full,36,0.15011922,0.02253577,0.4790703535079956,3.372815251350403
inspired,full,37,0.15011922,0.02253577,0.627597214281559,3.427171468734741
inspired,full,38,0.15011922,0.02253577,0.649697108566761,3.21054447889328
inspired,full,39,0.15011922,0.02253577,8.752587532997131,28.154356479644775
